evidence_id,shop_domain,Handle,product_id,media_id,image_location,image_number,variant,image_url,image_url_export,identity_status,shared_media_references,viewed_status,viewed_at,observed_visual_details,alt_current,alt_proposed,alt_action,review_status,revision,approved_by,approved_at,approved_fields,approved_revision,evidence_file_or_reference,issues
B029-281,chillgen.com,custom-running-horse-welcome-mat-fade3d1429,15913418424689,80879091614065,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/e9c9ecbaba94193dad40aed434f5de779c28a8810a9122d5cd6358cf3e3f4206.jpg?v=1784377385,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:55:29+07:00,two horse area rug by sofa,,two horse area rug by sofa,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B029/custom-running-horse-welcome-mat-fade3d1429__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B029-289,chillgen.com,custom-running-horse-welcome-mat-1edee5e89b-1edee5e89b,15913419178353,80879096004977,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/49219a55cbdaa93d1c0f89815530c3c74776444af30ecee934abdd5096534c2f.jpg?v=1784377217,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:55:29+07:00,white horse rug size chart,,white horse rug size chart,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B029/custom-running-horse-welcome-mat-1edee5e89b-1edee5e89b__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B029-289,chillgen.com,custom-running-horse-welcome-mat-1edee5e89b-1edee5e89b,15913419178353,80879096037745,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/43279590515aed6c685f0f1c894c0b0af442a00057b194bf0dc12b15b26f25d9.jpg?v=1784377222,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:55:29+07:00,microfiber cushion closeup for floral horse rug,,microfiber cushion closeup for floral horse rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B029/custom-running-horse-welcome-mat-1edee5e89b-1edee5e89b__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B029-289,chillgen.com,custom-running-horse-welcome-mat-1edee5e89b-1edee5e89b,15913419178353,80879096070513,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/3a156602cc7343b18f0575023d3cd3ffd5e8a2db4126851d31f17709bb1d86d9.jpg?v=1784377222,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:55:29+07:00,anti-slip backing detail for white horse rug,,anti-slip backing detail for white horse rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B029/custom-running-horse-welcome-mat-1edee5e89b-1edee5e89b__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B029-289,chillgen.com,custom-running-horse-welcome-mat-1edee5e89b-1edee5e89b,15913419178353,80879096103281,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/fabc1171914475bf8aad00e8f1f87b27418cc06b958b1d6a838857be47a5685f.jpg?v=1784377227,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:55:29+07:00,white floral horse rug by fireplace,,white floral horse rug by fireplace,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B029/custom-running-horse-welcome-mat-1edee5e89b-1edee5e89b__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B029-289,chillgen.com,custom-running-horse-welcome-mat-1edee5e89b-1edee5e89b,15913419178353,80879096136049,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/a9a20da6bffc7873579b9b66bc87dbefdf5501eb1f355778ba9454dc66d01381.jpg?v=1784377228,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:55:29+07:00,white horse rug in living room,,white horse rug in living room,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B029/custom-running-horse-welcome-mat-1edee5e89b-1edee5e89b__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B029-289,chillgen.com,custom-running-horse-welcome-mat-1edee5e89b-1edee5e89b,15913419178353,80879096168817,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/de3cec6ba22c8131b7a4293ef60805aedbb69ffbc78344cd5eff110eaf48bbe9.jpg?v=1784377232,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:55:29+07:00,floral horse rug room view,,floral horse rug room view,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B029/custom-running-horse-welcome-mat-1edee5e89b-1edee5e89b__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B029-289,chillgen.com,custom-running-horse-welcome-mat-1edee5e89b-1edee5e89b,15913419178353,80879096201585,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/36dfd23dedc57303adce3e7934631a3d41a5224940e6b24acc490d14f7a0ccbd.jpg?v=1784377233,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:55:29+07:00,white horse rug quiet fireside scene,,white horse rug quiet fireside scene,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B029/custom-running-horse-welcome-mat-1edee5e89b-1edee5e89b__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B029-290,chillgen.com,custom-running-horse-welcome-mat-01f80a49ee,15913419243889,80879096529265,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/f96d7163ee09bf4a61e8c52a04351240e2addd9084a37cf4c7b92be9d04e7d59.jpg?v=1784377196,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:55:29+07:00,butterfly horse area rug by sofa,,butterfly horse area rug by sofa,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B029/custom-running-horse-welcome-mat-01f80a49ee__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B029-290,chillgen.com,custom-running-horse-welcome-mat-01f80a49ee,15913419243889,80879096562033,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/23d632c4f3a9bfb0919e6f020d3465899107b40d3fc46540b4cc3bd53df00b03.jpg?v=1784377196,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:55:29+07:00,butterfly horse rug size chart,,butterfly horse rug size chart,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B029/custom-running-horse-welcome-mat-01f80a49ee__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B029-290,chillgen.com,custom-running-horse-welcome-mat-01f80a49ee,15913419243889,80879096594801,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/26758403e421174844e1f2e51ded10d53c38d4b3f6efcc08da696f4f308ea880.jpg?v=1784377202,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:55:29+07:00,microfiber cushion closeup for butterfly horse rug,,microfiber cushion closeup for butterfly horse rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B029/custom-running-horse-welcome-mat-01f80a49ee__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B029-290,chillgen.com,custom-running-horse-welcome-mat-01f80a49ee,15913419243889,80879096627569,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/47360ad9238bf95eda2faf286657886f369ac3a88135a1d9321cabeca08b71ed.jpg?v=1784377202,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:55:29+07:00,anti-slip backing detail for butterfly horse rug,,anti-slip backing detail for butterfly horse rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B029/custom-running-horse-welcome-mat-01f80a49ee__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B029-290,chillgen.com,custom-running-horse-welcome-mat-01f80a49ee,15913419243889,80879096660337,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/bd2d25901a657f78e183144d6bf0be6ad8e56e456c2baaa218c4cba92695be10.jpg?v=1784377206,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:55:29+07:00,butterfly horse rug by fireplace,,butterfly horse rug by fireplace,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B029/custom-running-horse-welcome-mat-01f80a49ee__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B029-290,chillgen.com,custom-running-horse-welcome-mat-01f80a49ee,15913419243889,80879096693105,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/ebd5d562e6f44e8fecff2f55c7a509b38e33ce8868197090c88f99fb549428e7.jpg?v=1784377207,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:55:29+07:00,white horse butterfly rug in living room,,white horse butterfly rug in living room,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B029/custom-running-horse-welcome-mat-01f80a49ee__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B029-290,chillgen.com,custom-running-horse-welcome-mat-01f80a49ee,15913419243889,80879096725873,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/7b538e23ac7a5a268506e40c70d5e8b058a0b6d524e04e590edee90b63b40816.jpg?v=1784377211,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:55:29+07:00,butterfly horse rug room view,,butterfly horse rug room view,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B029/custom-running-horse-welcome-mat-01f80a49ee__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B029-290,chillgen.com,custom-running-horse-welcome-mat-01f80a49ee,15913419243889,80879096758641,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/f5703dc93c5c3420103a35559efa03db01b578e31e6c8699b9ed682100194f55.jpg?v=1784377212,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:55:29+07:00,horse rug quiet fireside scene,,horse rug quiet fireside scene,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B029/custom-running-horse-welcome-mat-01f80a49ee__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
