evidence_id,shop_domain,Handle,product_id,media_id,image_location,image_number,variant,image_url,image_url_export,identity_status,shared_media_references,viewed_status,viewed_at,observed_visual_details,alt_current,alt_proposed,alt_action,review_status,revision,approved_by,approved_at,approved_fields,approved_revision,evidence_file_or_reference,issues
B012-111,chillgen.com,personalized-teacher-classroom-rug-custom-back-to-school-design-109,15969303363953,81244377481585,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/63491d43a1fc4ed8081696e2b5986dfe3939268d02ac4999c50643e058469784.jpg?v=1786646536,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:40:37+07:00,pastel teacher welcome rug in classroom mockup,,pastel teacher welcome rug in classroom mockup,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B012/personalized-teacher-classroom-rug-custom-back-to-school-design-109__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B012-118,chillgen.com,core-vocabulary-rug-communication-rugs-for-kids-sped-cla-design-103,15969320337777,81244501148017,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/56a528a6bd30b72d06b9b159cb2e01c05c2337893abda7517e85b8aa1f0655b0.jpg?v=1786647347,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:40:37+07:00,thickened bound edge graphic for sign language rug,,thickened bound edge graphic for sign language rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B012/core-vocabulary-rug-communication-rugs-for-kids-sped-cla-design-103__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B012-119,chillgen.com,core-vocabulary-rug-communication-rugs-for-kids-sped-cla-design-104,15969320763761,81244504162673,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/107a7826d3b7ecaf3dbb2653e7f38e9a27f225315d5f9ed6ac4ba9d034e730a1.jpg?v=1786647364,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:40:37+07:00,something hurts communication rug with body silhouette,,something hurts communication rug with body silhouette,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B012/core-vocabulary-rug-communication-rugs-for-kids-sped-cla-design-104__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B012-119,chillgen.com,core-vocabulary-rug-communication-rugs-for-kids-sped-cla-design-104,15969320763761,81244504195441,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/752bf4965844332c523e330e48bc2ccecae7975798155c1b69a052a1f3d7293b.jpg?v=1786647364,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:40:37+07:00,angled classroom view of something hurts rug,,angled classroom view of something hurts rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B012/core-vocabulary-rug-communication-rugs-for-kids-sped-cla-design-104__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B012-119,chillgen.com,core-vocabulary-rug-communication-rugs-for-kids-sped-cla-design-104,15969320763761,81244504228209,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/369362053f729f7883de210d073bbc7cc3719228619bf8362c42085b0c04ed1d.jpg?v=1786647364,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:40:37+07:00,overhead view of body pain communication rug,,overhead view of body pain communication rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B012/core-vocabulary-rug-communication-rugs-for-kids-sped-cla-design-104__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B012-119,chillgen.com,core-vocabulary-rug-communication-rugs-for-kids-sped-cla-design-104,15969320763761,81244504260977,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/1f3f53f455322f9dc1cae1e56e18a851725c85322c15c10a76daaed22bc187e9.jpg?v=1786647364,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:40:37+07:00,something hurts rug in playroom scene,,something hurts rug in playroom scene,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B012/core-vocabulary-rug-communication-rugs-for-kids-sped-cla-design-104__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B012-119,chillgen.com,core-vocabulary-rug-communication-rugs-for-kids-sped-cla-design-104,15969320763761,81244504293745,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/8d6495313bd798cdcc91f47da74c9481710f9ec6bcfe5ed580ff533dac9a64fa.jpg?v=1786647364,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:40:37+07:00,teacher reading with children on body communication rug,,teacher reading with children on body communication rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B012/core-vocabulary-rug-communication-rugs-for-kids-sped-cla-design-104__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B012-119,chillgen.com,core-vocabulary-rug-communication-rugs-for-kids-sped-cla-design-104,15969320763761,81244504326513,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/62d1828e8aaf204e84533d0b505ea6e0123b3977954c8d61749e5e82870c0685.jpg?v=1786647364,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:40:37+07:00,children sitting on something hurts communication rug,,children sitting on something hurts communication rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B012/core-vocabulary-rug-communication-rugs-for-kids-sped-cla-design-104__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B012-119,chillgen.com,core-vocabulary-rug-communication-rugs-for-kids-sped-cla-design-104,15969320763761,81244504359281,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/f29d154b64824bf78cdf3aee82b1ef6bc4e10973a0f91fa67d442aac17d5ad8c.jpg?v=1786647364,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:40:37+07:00,thickened bound edge graphic for something hurts rug,,thickened bound edge graphic for something hurts rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B012/core-vocabulary-rug-communication-rugs-for-kids-sped-cla-design-104__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B012-120,chillgen.com,wheel-of-feelings-and-emotions-round-rug-educational-mental-health,15969348387185,81244760637809,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/338bd0ed0bce09d1b6fc8c8e08109b07645dec260481409e350b071bccc06526.jpg?v=1786648287,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:40:37+07:00,round feelings wheel rug in classroom decor scene,,round feelings wheel rug in classroom decor scene,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B012/wheel-of-feelings-and-emotions-round-rug-educational-mental-health__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B012-120,chillgen.com,wheel-of-feelings-and-emotions-round-rug-educational-mental-health,15969348387185,81244760670577,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/35f1e7fc18931e6dc5fb50a4ace02edb22c7137f6aec734a9c84f3c46f121dbf.jpg?v=1786648287,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:40:37+07:00,size graphic for round feelings wheel rug,,size graphic for round feelings wheel rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B012/wheel-of-feelings-and-emotions-round-rug-educational-mental-health__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B012-120,chillgen.com,wheel-of-feelings-and-emotions-round-rug-educational-mental-health,15969348387185,81244760703345,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/94ee7a847a423caecf227e9cdaa2921b84b01e459ffd732dca8a15cea8d0d12e.jpg?v=1786648287,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:40:37+07:00,child reading on emotions wheel rug,,child reading on emotions wheel rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B012/wheel-of-feelings-and-emotions-round-rug-educational-mental-health__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B012-120,chillgen.com,wheel-of-feelings-and-emotions-round-rug-educational-mental-health,15969348387185,81244760736113,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/d1b46f2b02724ffb8022d881cbe5ef55be28e0d50713e6bfd4cb22b92901b89f.jpg?v=1786648287,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:40:37+07:00,children and teacher using feelings wheel classroom rug,,children and teacher using feelings wheel classroom rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B012/wheel-of-feelings-and-emotions-round-rug-educational-mental-health__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B012-120,chillgen.com,wheel-of-feelings-and-emotions-round-rug-educational-mental-health,15969348387185,81244760768881,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/60261bffd87e957f572b9cf43122f215eec1bf60305290de39f062a1430227b5.jpg?v=1786648287,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:40:37+07:00,baby on round feelings rug with non-slip backing callout,,baby on round feelings rug with non-slip backing callout,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B012/wheel-of-feelings-and-emotions-round-rug-educational-mental-health__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B012-120,chillgen.com,wheel-of-feelings-and-emotions-round-rug-educational-mental-health,15969348387185,81244760801649,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/1a940ae378edc5d54224874ece3cc8f88df6d61b9a17a67f4db5f913bc495dd2.jpg?v=1786648287,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:40:37+07:00,attractive design and reinforced edging graphic for emotions rug,,attractive design and reinforced edging graphic for emotions rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B012/wheel-of-feelings-and-emotions-round-rug-educational-mental-health__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B012-120,chillgen.com,wheel-of-feelings-and-emotions-round-rug-educational-mental-health,15969348387185,81244760834417,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/2a1dbc103975041a47fc4abc2a58b4611d1b9a40032490a42f3b223fe1422c5a.jpg?v=1786648287,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:40:37+07:00,superior quality backing and foldable rug graphic,,superior quality backing and foldable rug graphic,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B012/wheel-of-feelings-and-emotions-round-rug-educational-mental-health__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
