evidence_id,shop_domain,Handle,product_id,media_id,image_location,image_number,variant,image_url,image_url_export,identity_status,shared_media_references,viewed_status,viewed_at,observed_visual_details,alt_current,alt_proposed,alt_action,review_status,revision,approved_by,approved_at,approved_fields,approved_revision,evidence_file_or_reference,issues
B023-221,chillgen.com,custom-road-map-area-rug-play-mat-9aed6a6ee9-9aed6a6ee9,15912097710449,80869974671729,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/0553e05f91c327679dade962a6d3a8ba3d322ecb296506a457fb55dbc44dc1fe.jpg?v=1784371557,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:29:10+07:00,adventure town road map rug overhead view,,adventure town road map rug overhead view,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B023/custom-road-map-area-rug-play-mat-9aed6a6ee9-9aed6a6ee9__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B023-224,chillgen.com,personalized-christmas-doormat-80a01c19f6-80a01c19f6,15912098201969,80878924005745,GALLERY_PUBLIC_CDN,13,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/71h9hPmnzVL._SL1500.jpg?v=1784378177,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:29:10+07:00,pet stocking mat beside bed view,,pet stocking mat beside bed view,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B023/personalized-christmas-doormat-80a01c19f6-80a01c19f6__img_13.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B023-225,chillgen.com,personalized-christmas-doormat-black-bear-family-e3c9d6a891-e3c9d6a891,15912098267505,80869979029873,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/18011ca7a74a9f31116fa94f8b5959db7f768aff86faf8653219ecdc5fef4c99.jpg?v=1784383028,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:29:10+07:00,black bear family Christmas doormat at door,,black bear family Christmas doormat at door,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B023/personalized-christmas-doormat-black-bear-family-e3c9d6a891-e3c9d6a891__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B023-225,chillgen.com,personalized-christmas-doormat-black-bear-family-e3c9d6a891-e3c9d6a891,15912098267505,80869979095409,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/9e1bbfcfd84980a43637e17d625335cb0bfb976112d7514419708afce423f047.jpg?v=1784383027,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:29:10+07:00,bear family holiday mat beside white door,,bear family holiday mat beside white door,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B023/personalized-christmas-doormat-black-bear-family-e3c9d6a891-e3c9d6a891__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B023-225,chillgen.com,personalized-christmas-doormat-black-bear-family-e3c9d6a891-e3c9d6a891,15912098267505,80869979128177,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/d26d2cb3ac4e03c599e3ba07bb5c7047c12698adb2321254998433cf7f0cf80e.jpg?v=1784383032,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:29:10+07:00,black bear family doormat product image,,black bear family doormat product image,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B023/personalized-christmas-doormat-black-bear-family-e3c9d6a891-e3c9d6a891__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B023-225,chillgen.com,personalized-christmas-doormat-black-bear-family-e3c9d6a891-e3c9d6a891,15912098267505,80869979160945,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/a5350e93bca0ddc4dd81d21a6203658c6f61c5d543c52bee26504c9bfc93b651.jpg?v=1784383033,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:29:10+07:00,person holding bear family Christmas mat,,person holding bear family Christmas mat,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B023/personalized-christmas-doormat-black-bear-family-e3c9d6a891-e3c9d6a891__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B023-225,chillgen.com,personalized-christmas-doormat-black-bear-family-e3c9d6a891-e3c9d6a891,15912098267505,80869979193713,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/32f4b8826457979c61e230e9e7a2b29bde4e2f0a5734f36370f0b8a37216a6e3.jpg?v=1784383038,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:29:10+07:00,non-skid backing detail for bear mat,,non-skid backing detail for bear mat,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B023/personalized-christmas-doormat-black-bear-family-e3c9d6a891-e3c9d6a891__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B023-225,chillgen.com,personalized-christmas-doormat-black-bear-family-e3c9d6a891-e3c9d6a891,15912098267505,80869979226481,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/3b51481adde3245776d8b104857eb196295da2a06b919afd58ca117d37fafadd.jpg?v=1784383040,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:29:10+07:00,bear family mat at front door,,bear family mat at front door,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B023/personalized-christmas-doormat-black-bear-family-e3c9d6a891-e3c9d6a891__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B023-225,chillgen.com,personalized-christmas-doormat-black-bear-family-e3c9d6a891-e3c9d6a891,15912098267505,80869979259249,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/f41e413784a4d96d715f3815c5d970230654ccb628b5083862c1db3dddf3696a.jpg?v=1784383044,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:29:10+07:00,overhead view of bear Christmas doormat,,overhead view of bear Christmas doormat,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B023/personalized-christmas-doormat-black-bear-family-e3c9d6a891-e3c9d6a891__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B023-225,chillgen.com,personalized-christmas-doormat-black-bear-family-e3c9d6a891-e3c9d6a891,15912098267505,80869979292017,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/3325cc590a038b3b95e12b2b143be0082bd097c5dde7b04f31d16ca04294700d.jpg?v=1784383045,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:29:10+07:00,bear family mat at white doorway,,bear family mat at white doorway,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B023/personalized-christmas-doormat-black-bear-family-e3c9d6a891-e3c9d6a891__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B023-225,chillgen.com,personalized-christmas-doormat-black-bear-family-e3c9d6a891-e3c9d6a891,15912098267505,80869979324785,GALLERY_PUBLIC_CDN,9,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/68cfece97ccc73bcf587668d0d5c4e0124ff325743f2b175d55ea73aefb3cad9.jpg?v=1784383049,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:29:10+07:00,bear holiday doormat beside bed,,bear holiday doormat beside bed,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B023/personalized-christmas-doormat-black-bear-family-e3c9d6a891-e3c9d6a891__img_09.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B023-225,chillgen.com,personalized-christmas-doormat-black-bear-family-e3c9d6a891-e3c9d6a891,15912098267505,80878922662257,GALLERY_PUBLIC_CDN,10,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/71UlDNVXaLL._SL1500.jpg?v=1784378148,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:29:10+07:00,person holding custom bear mat,,person holding custom bear mat,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B023/personalized-christmas-doormat-black-bear-family-e3c9d6a891-e3c9d6a891__img_10.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B023-225,chillgen.com,personalized-christmas-doormat-black-bear-family-e3c9d6a891-e3c9d6a891,15912098267505,80878922695025,GALLERY_PUBLIC_CDN,11,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/71awlBkX9wL._SL1500.jpg?v=1784378153,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:29:10+07:00,backing and thickness detail for bear doormat,,backing and thickness detail for bear doormat,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B023/personalized-christmas-doormat-black-bear-family-e3c9d6a891-e3c9d6a891__img_11.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B023-225,chillgen.com,personalized-christmas-doormat-black-bear-family-e3c9d6a891-e3c9d6a891,15912098267505,80878922727793,GALLERY_PUBLIC_CDN,12,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/71H0dUuOffL._SL1500.jpg?v=1784378154,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:29:10+07:00,bear family Christmas doormat at dark door,,bear family Christmas doormat at dark door,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B023/personalized-christmas-doormat-black-bear-family-e3c9d6a891-e3c9d6a891__img_12.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B023-225,chillgen.com,personalized-christmas-doormat-black-bear-family-e3c9d6a891-e3c9d6a891,15912098267505,80878922760561,GALLERY_PUBLIC_CDN,13,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/71R_P_olyZL._SL1500.jpg?v=1784378161,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:29:10+07:00,overhead bear family mat,,overhead bear family mat,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B023/personalized-christmas-doormat-black-bear-family-e3c9d6a891-e3c9d6a891__img_13.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B023-225,chillgen.com,personalized-christmas-doormat-black-bear-family-e3c9d6a891-e3c9d6a891,15912098267505,80878922793329,GALLERY_PUBLIC_CDN,14,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/715vqEXqe9L._SL1500.jpg?v=1784378162,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:29:10+07:00,bear mat beside white door,,bear mat beside white door,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B023/personalized-christmas-doormat-black-bear-family-e3c9d6a891-e3c9d6a891__img_14.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B023-225,chillgen.com,personalized-christmas-doormat-black-bear-family-e3c9d6a891-e3c9d6a891,15912098267505,80878922826097,GALLERY_PUBLIC_CDN,15,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/71elfBMPA8L._SL1500.jpg?v=1784378166,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:29:10+07:00,bear family doormat beside bed,,bear family doormat beside bed,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B023/personalized-christmas-doormat-black-bear-family-e3c9d6a891-e3c9d6a891__img_15.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B023-226,chillgen.com,personalized-christmas-doormat-family-name-5fb80e7372-5fb80e7372,15912099185009,80869981880689,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/88f1164841d39e4e156b0335642fc352350486cac8645421a9b43eb9a3003403.jpg?v=1784383000,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:29:10+07:00,red monogram Christmas doormat at door,,red monogram Christmas doormat at door,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B023/personalized-christmas-doormat-family-name-5fb80e7372-5fb80e7372__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B023-226,chillgen.com,personalized-christmas-doormat-family-name-5fb80e7372-5fb80e7372,15912099185009,80869981946225,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/e8e43d8ddeed3b3d672cbfa6aa0579ae8862f759c7bd8c4f8b9e0decc234df3b.jpg?v=1784383004,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:29:10+07:00,red family name holiday mat product image,,red family name holiday mat product image,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B023/personalized-christmas-doormat-family-name-5fb80e7372-5fb80e7372__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B023-226,chillgen.com,personalized-christmas-doormat-family-name-5fb80e7372-5fb80e7372,15912099185009,80869981978993,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/2fd25e6a91313d3dccb5a6e43857105af0ec1a3b502547912ad2b47396815661.jpg?v=1784383007,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:29:10+07:00,non-skid backing detail for red Christmas mat,,non-skid backing detail for red Christmas mat,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B023/personalized-christmas-doormat-family-name-5fb80e7372-5fb80e7372__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B023-226,chillgen.com,personalized-christmas-doormat-family-name-5fb80e7372-5fb80e7372,15912099185009,80869982011761,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/580bf8bdc20bdb5301fcc6d09d51f4afe9e172292de9099679cab7fec14c9d19.jpg?v=1784383010,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:29:10+07:00,red monogram doormat near Christmas tree,,red monogram doormat near Christmas tree,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B023/personalized-christmas-doormat-family-name-5fb80e7372-5fb80e7372__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B023-226,chillgen.com,personalized-christmas-doormat-family-name-5fb80e7372-5fb80e7372,15912099185009,80869982044529,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/54bb1d48b3c25ea62f3873673cb8c29ec5c6bebdcbde264521446b9c53e1f3fc.jpg?v=1784383012,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:29:10+07:00,person holding red family name mat,,person holding red family name mat,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B023/personalized-christmas-doormat-family-name-5fb80e7372-5fb80e7372__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B023-226,chillgen.com,personalized-christmas-doormat-family-name-5fb80e7372-5fb80e7372,15912099185009,80869982077297,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/f176127cd67ea1c1414a8cdd3a9c75dfc740be2860211bf0435f2552a73a7273.jpg?v=1784383015,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:29:10+07:00,red Christmas mat at wooden door,,red Christmas mat at wooden door,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B023/personalized-christmas-doormat-family-name-5fb80e7372-5fb80e7372__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B023-226,chillgen.com,personalized-christmas-doormat-family-name-5fb80e7372-5fb80e7372,15912099185009,80869982110065,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/d7d073604affd6334b9482279e761247dc60df9f882399581f7ca223b85d910d.jpg?v=1784383017,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:29:10+07:00,red holiday mat beside white door,,red holiday mat beside white door,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B023/personalized-christmas-doormat-family-name-5fb80e7372-5fb80e7372__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B023-226,chillgen.com,personalized-christmas-doormat-family-name-5fb80e7372-5fb80e7372,15912099185009,80869982142833,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/de11431ed3a210a633277a1f34e545d644c8f411ae989ede360802d828328f48.jpg?v=1784383021,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:29:10+07:00,red monogram mat at dark front door,,red monogram mat at dark front door,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B023/personalized-christmas-doormat-family-name-5fb80e7372-5fb80e7372__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B023-226,chillgen.com,personalized-christmas-doormat-family-name-5fb80e7372-5fb80e7372,15912099185009,80869982175601,GALLERY_PUBLIC_CDN,9,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/94c997c51b9e2685e3c523c613a7bdc287a1b1df7c22cfaef7f8d726609e76b7.jpg?v=1784383022,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:29:10+07:00,overhead red Christmas mat,,overhead red Christmas mat,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B023/personalized-christmas-doormat-family-name-5fb80e7372-5fb80e7372__img_09.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B023-226,chillgen.com,personalized-christmas-doormat-family-name-5fb80e7372-5fb80e7372,15912099185009,80878921679217,GALLERY_PUBLIC_CDN,10,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/614FD8fy-rL._SL1500.jpg?v=1784378133,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:29:10+07:00,backing detail for family name mat,,backing detail for family name mat,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B023/personalized-christmas-doormat-family-name-5fb80e7372-5fb80e7372__img_10.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B023-226,chillgen.com,personalized-christmas-doormat-family-name-5fb80e7372-5fb80e7372,15912099185009,80878921711985,GALLERY_PUBLIC_CDN,11,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/61AaHPLaSyL._SL1500.jpg?v=1784378133,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:29:10+07:00,red holiday doormat at doorway,,red holiday doormat at doorway,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B023/personalized-christmas-doormat-family-name-5fb80e7372-5fb80e7372__img_11.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B023-226,chillgen.com,personalized-christmas-doormat-family-name-5fb80e7372-5fb80e7372,15912099185009,80878921744753,GALLERY_PUBLIC_CDN,12,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/61eC4nbV48L._SL1500.jpg?v=1784378138,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:29:10+07:00,person holding red monogram mat,,person holding red monogram mat,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B023/personalized-christmas-doormat-family-name-5fb80e7372-5fb80e7372__img_12.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B023-226,chillgen.com,personalized-christmas-doormat-family-name-5fb80e7372-5fb80e7372,15912099185009,80878921777521,GALLERY_PUBLIC_CDN,13,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/61hXXD9-nzL._SL1500.jpg?v=1784378138,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:29:10+07:00,red Christmas mat at wood entry,,red Christmas mat at wood entry,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B023/personalized-christmas-doormat-family-name-5fb80e7372-5fb80e7372__img_13.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B023-226,chillgen.com,personalized-christmas-doormat-family-name-5fb80e7372-5fb80e7372,15912099185009,80878921810289,GALLERY_PUBLIC_CDN,14,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/616RyK2hy2L._SL1500.jpg?v=1784378143,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:29:10+07:00,red holiday mat at white door,,red holiday mat at white door,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B023/personalized-christmas-doormat-family-name-5fb80e7372-5fb80e7372__img_14.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B023-226,chillgen.com,personalized-christmas-doormat-family-name-5fb80e7372-5fb80e7372,15912099185009,80878921843057,GALLERY_PUBLIC_CDN,15,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/715YzxMJsPL._SL1500.jpg?v=1784378143,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:29:10+07:00,red monogram doormat at front door,,red monogram doormat at front door,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B023/personalized-christmas-doormat-family-name-5fb80e7372-5fb80e7372__img_15.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B023-226,chillgen.com,personalized-christmas-doormat-family-name-5fb80e7372-5fb80e7372,15912099185009,80878921875825,GALLERY_PUBLIC_CDN,16,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/610IQy53yDL._SL1500.jpg?v=1784378148,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:29:10+07:00,overhead family-name holiday mat,,overhead family-name holiday mat,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B023/personalized-christmas-doormat-family-name-5fb80e7372-5fb80e7372__img_16.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B023-227,chillgen.com,personalized-christmas-doormat-with-custom-family-name-83c3ea451f,15912099250545,80869982503281,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/889daf86c9c8e079a85413c50003a2dd14cac7d99cfa26c1df43cf3e551d8004.jpg?v=1784383199,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:29:10+07:00,family stocking Christmas doormat at door,,family stocking Christmas doormat at door,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B023/personalized-christmas-doormat-with-custom-family-name-83c3ea451f__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
