evidence_id,shop_domain,Handle,product_id,media_id,image_location,image_number,variant,image_url,image_url_export,identity_status,shared_media_references,viewed_status,viewed_at,observed_visual_details,alt_current,alt_proposed,alt_action,review_status,revision,approved_by,approved_at,approved_fields,approved_revision,evidence_file_or_reference,issues
B021-201,chillgen.com,personalized-album-cover-rug-4af618eed5,15919772336497,80920077861233,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/8eaa957921032fe30dc7ddb882b941629d6326d65f8e313837cefcd0f5f244ff.jpg?v=1784523667,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:19:28+07:00,black album cover music rug in studio,,black album cover music rug in studio,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B021/personalized-album-cover-rug-4af618eed5__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B021-209,chillgen.com,personalized-music-album-cover-welcome-mat-6b66b8a24c,15919855272305,80920350065009,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/017dab25258534e9b8b2b82a034e039f1d194458d310f5f2872f6ed51050559a.jpg?v=1784524706,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:19:28+07:00,green gradient turntable music rug at entry,,green gradient turntable music rug at entry,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B021/personalized-music-album-cover-welcome-mat-6b66b8a24c__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B021-209,chillgen.com,personalized-music-album-cover-welcome-mat-6b66b8a24c,15919855272305,80920350097777,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/c46f087cd635dbef4ef26bbb3fc5c09ebae53907556b81ab1800e17447eacf57.jpg?v=1784524705,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:19:28+07:00,size guide for turntable album rug,,size guide for turntable album rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B021/personalized-music-album-cover-welcome-mat-6b66b8a24c__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B021-209,chillgen.com,personalized-music-album-cover-welcome-mat-6b66b8a24c,15919855272305,80920350130545,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/77a1dd9be0939785d03562c13247c4157d98dacfcb937492742c84493d424b35.jpg?v=1784524705,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:19:28+07:00,non-slip backing panel for turntable music rug,,non-slip backing panel for turntable music rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B021/personalized-music-album-cover-welcome-mat-6b66b8a24c__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B021-209,chillgen.com,personalized-music-album-cover-welcome-mat-6b66b8a24c,15919855272305,80920350163313,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/9b31cc4d897f6737e77f42e3a887afeb230ff0f0dbf18d675049861d2a4c7b21.jpg?v=1784524706,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:19:28+07:00,turntable album rug in living room,,turntable album rug in living room,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B021/personalized-music-album-cover-welcome-mat-6b66b8a24c__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B021-209,chillgen.com,personalized-music-album-cover-welcome-mat-6b66b8a24c,15919855272305,80920350196081,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/e32e565c5028417f2a4295f5fd4253103fa50b8bd61097b8ce4b2da43200c06b.jpg?v=1784524706,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:19:28+07:00,peach gradient music rug in bright room,,peach gradient music rug in bright room,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B021/personalized-music-album-cover-welcome-mat-6b66b8a24c__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B021-209,chillgen.com,personalized-music-album-cover-welcome-mat-6b66b8a24c,15919855272305,80920350228849,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/2b307ff49a301eecd5377a78738bd5c4b2ac149e7b63a7a90ed098b8aea2c113.jpg?v=1784524705,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:19:28+07:00,pink microfiber cushion detail for music rug,,pink microfiber cushion detail for music rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B021/personalized-music-album-cover-welcome-mat-6b66b8a24c__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B021-209,chillgen.com,personalized-music-album-cover-welcome-mat-6b66b8a24c,15919855272305,80920350261617,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/1a6a500e4a76f291d872fc3f900e7566cdecd6f345e3793f8d1a139776699301.jpg?v=1784524706,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:19:28+07:00,woman sitting near turntable music rug,,woman sitting near turntable music rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B021/personalized-music-album-cover-welcome-mat-6b66b8a24c__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B021-210,chillgen.com,personalized-music-album-cover-rug-5088343293-5088343293,15919856550257,80920356028785,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/a6e08713da7d209ad8a200fa85a4e7c216b23d9dae5a7c004a5eb6c6e3f148de.jpg?v=1784524721,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:19:28+07:00,photo song waveform music rug beside sofa,,photo song waveform music rug beside sofa,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B021/personalized-music-album-cover-rug-5088343293-5088343293__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B021-210,chillgen.com,personalized-music-album-cover-rug-5088343293-5088343293,15919856550257,80920356061553,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/3e6d71928ac1db4739f50b780597e9ca2c7961a2cdff52a1ddf3016986aa9a1d.jpg?v=1784524721,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:19:28+07:00,gradient custom song photo rug in living room,,gradient custom song photo rug in living room,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B021/personalized-music-album-cover-rug-5088343293-5088343293__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B021-210,chillgen.com,personalized-music-album-cover-rug-5088343293-5088343293,15919856550257,80920356094321,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/d393a251b7cab91341a3c2521279937deda4c0531d33b41461d466054fde00d7.jpg?v=1784524722,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:19:28+07:00,size guide for photo song rug,,size guide for photo song rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B021/personalized-music-album-cover-rug-5088343293-5088343293__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B021-210,chillgen.com,personalized-music-album-cover-rug-5088343293-5088343293,15919856550257,80920356127089,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/074a80b570385218863531a9d936cf1d8b4ae47e6b60ca5d0f8e8bc79d1518ac.jpg?v=1784524721,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:19:28+07:00,non-slip backing panel for waveform rug,,non-slip backing panel for waveform rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B021/personalized-music-album-cover-rug-5088343293-5088343293__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B021-210,chillgen.com,personalized-music-album-cover-rug-5088343293-5088343293,15919856550257,80920356159857,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/e000fd22d8b98f6bee84f5499afb3becbd4d3fa69fd5b48d6346b34911038954.jpg?v=1784524721,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:19:28+07:00,green photo song rug at entryway,,green photo song rug at entryway,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B021/personalized-music-album-cover-rug-5088343293-5088343293__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B021-210,chillgen.com,personalized-music-album-cover-rug-5088343293-5088343293,15919856550257,80920356192625,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/b43b2d85fa7c7f59ae6b10bf2b0500fbf69e053579bbb529a9a0757dd88d2a9e.jpg?v=1784524721,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:19:28+07:00,magenta photo music rug in bright room,,magenta photo music rug in bright room,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B021/personalized-music-album-cover-rug-5088343293-5088343293__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B021-210,chillgen.com,personalized-music-album-cover-rug-5088343293-5088343293,15919856550257,80920356225393,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/60cf4b6a33f1146184f50d1c1ade608cb810ae396f87f84d985c1321e883064f.jpg?v=1784524721,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:19:28+07:00,wood texture microfiber detail for song rug,,wood texture microfiber detail for song rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B021/personalized-music-album-cover-rug-5088343293-5088343293__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B021-210,chillgen.com,personalized-music-album-cover-rug-5088343293-5088343293,15919856550257,80920356258161,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/e667469866fe14cf6a25195c015eb6703b88cceb526a79a1da38a70ee03b122b.jpg?v=1784524721,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:19:28+07:00,woman sitting near photo waveform rug,,woman sitting near photo waveform rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B021/personalized-music-album-cover-rug-5088343293-5088343293__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
