evidence_id,shop_domain,Handle,product_id,media_id,image_location,image_number,variant,image_url,image_url_export,identity_status,shared_media_references,viewed_status,viewed_at,observed_visual_details,alt_current,alt_proposed,alt_action,review_status,revision,approved_by,approved_at,approved_fields,approved_revision,evidence_file_or_reference,issues
B045-441,chillgen.com,personalized-motivational-classroom-rug-for-kids-85959c63a9-85959c63a9,15913319793009,80878307082609,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/a518894e132ab7bf81a2a6cc432fccde2f080be3942a90d66a7774e9b7486145_00f010a4-aa22-4585-9302-8839b9a45d25.jpg?v=1784362102,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:11:18+07:00,Brown classroom crossword affirmation rug with Mrs. Taylor name,,Brown classroom crossword affirmation rug with Mrs. Taylor name,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B045/personalized-motivational-classroom-rug-for-kids-85959c63a9-85959c63a9__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B045-448,chillgen.com,personalized-music-album-cover-area-rug-d939ed2f4e,15913265365361,80877801374065,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/461c6bf2394a03f6c4e344996db1af81362df3458593d7bf77caf51712370ba7.jpg?v=1784360947,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:11:18+07:00,Music player rug styled beside fireplace seating,,Music player rug styled beside fireplace seating,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B045/personalized-music-album-cover-area-rug-d939ed2f4e__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B045-448,chillgen.com,personalized-music-album-cover-area-rug-d939ed2f4e,15913265365361,80877801406833,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/f25188e39ca3b3afab0920dcbd8f27a5031b060f66ee8e560fecccbe7c5b2f23.jpg?v=1784360952,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:11:18+07:00,Bright living room mockup with red album cover rug,,Bright living room mockup with red album cover rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B045/personalized-music-album-cover-area-rug-d939ed2f4e__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B045-448,chillgen.com,personalized-music-album-cover-area-rug-d939ed2f4e,15913265365361,80877801439601,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/b08f6b37702a07d19b5ac1df63af180674c6e3def6d456d6876dc6a7b0534d59.jpg?v=1784360958,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:11:18+07:00,Backing and material infographic for music player rug,,Backing and material infographic for music player rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B045/personalized-music-album-cover-area-rug-d939ed2f4e__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B045-448,chillgen.com,personalized-music-album-cover-area-rug-d939ed2f4e,15913265365361,80877801472369,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/e7edaafd236091642a7f636ff0f27378489ad4d4605f8681fc6468ba569bfea4.jpg?v=1784360963,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:11:18+07:00,Outdoor room mockup with black version of album cover rug,,Outdoor room mockup with black version of album cover rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B045/personalized-music-album-cover-area-rug-d939ed2f4e__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B045-448,chillgen.com,personalized-music-album-cover-area-rug-d939ed2f4e,15913265365361,80877801505137,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/3a5b87564161af6b84dc8656a071ee3d44ea562db7607b387b100cb25f84632f.jpg?v=1784360967,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:11:18+07:00,Close-up of red microfiber surface on album cover rug,,Close-up of red microfiber surface on album cover rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B045/personalized-music-album-cover-area-rug-d939ed2f4e__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B045-448,chillgen.com,personalized-music-album-cover-area-rug-d939ed2f4e,15913265365361,80877801537905,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/ae5463377247bdb8c2ab5dee969804a185bfef3cd66efa7db7b5a5ca2a497ac9.jpg?v=1784360972,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:11:18+07:00,Person sitting near fireplace with music album rug,,Person sitting near fireplace with music album rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B045/personalized-music-album-cover-area-rug-d939ed2f4e__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B045-448,chillgen.com,personalized-music-album-cover-area-rug-d939ed2f4e,15913265365361,80877801570673,GALLERY_PUBLIC_CDN,9,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/4ed1dbbf288d2eb0d04d8dee67e2eeffe574c7e9b6b352803a0de7095fc27f34.jpg?v=1784360978,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:11:18+07:00,Red album cover rug beside gray sofa,,Red album cover rug beside gray sofa,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B045/personalized-music-album-cover-area-rug-d939ed2f4e__img_09.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B045-449,chillgen.com,personalized-hunting-welcome-doormat-custom-family-name-e9839e2783,15912095613297,80869966610801,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/3eea61cbd69acab41e5198df59b16138afe29e8057f1bdeb9cb0bde802ef4e82.jpg?v=1784385755,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:11:18+07:00,Duck hunting patriotic doormat with Flying on Freedom message,,Duck hunting patriotic doormat with Flying on Freedom message,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B045/personalized-hunting-welcome-doormat-custom-family-name-e9839e2783__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B045-449,chillgen.com,personalized-hunting-welcome-doormat-custom-family-name-e9839e2783,15912095613297,80869966676337,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/7edba43eff5546f84e70b58a099457bab8946ec67f932ea2704ec9f3484e0c63.jpg?v=1784385758,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:11:18+07:00,Entryway mockup with hunting doormat and dog,,Entryway mockup with hunting doormat and dog,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B045/personalized-hunting-welcome-doormat-custom-family-name-e9839e2783__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B045-449,chillgen.com,personalized-hunting-welcome-doormat-custom-family-name-e9839e2783,15912095613297,80869966709105,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/487eec9ee1f5c1e3166490eb463b41f9a83791110d9320f2af76b8d7d985e92c.jpg?v=1784385760,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:11:18+07:00,Indoor entry mockup with duck hunting mat,,Indoor entry mockup with duck hunting mat,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B045/personalized-hunting-welcome-doormat-custom-family-name-e9839e2783__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B045-449,chillgen.com,personalized-hunting-welcome-doormat-custom-family-name-e9839e2783,15912095613297,80869966741873,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/35f3a7974729d4e694ff8707648c7ac7247ff13acccd55577e802e95bd483731.jpg?v=1784385764,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:11:18+07:00,Couple holding personalized hunting welcome doormat,,Couple holding personalized hunting welcome doormat,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B045/personalized-hunting-welcome-doormat-custom-family-name-e9839e2783__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B045-449,chillgen.com,personalized-hunting-welcome-doormat-custom-family-name-e9839e2783,15912095613297,80869966774641,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/fc395526627c6fc80f20c5fbed6da8dcee23bca9facf439e5510fd68d17915f8.jpg?v=1784385766,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:11:18+07:00,Multi-room placement graphic for hunting doormat,,Multi-room placement graphic for hunting doormat,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B045/personalized-hunting-welcome-doormat-custom-family-name-e9839e2783__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B045-449,chillgen.com,personalized-hunting-welcome-doormat-custom-family-name-e9839e2783,15912095613297,80869966807409,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/1a534d6e2f5830fd52389fcb933ef18ecda04e18ed7246b4f335b9d283059c66.jpg?v=1784385769,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:11:18+07:00,Size doormat chart with easy clean absorbent and non-slip icons,,Size doormat chart with easy clean absorbent and non-slip icons,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B045/personalized-hunting-welcome-doormat-custom-family-name-e9839e2783__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B045-449,chillgen.com,personalized-hunting-welcome-doormat-custom-family-name-e9839e2783,15912095613297,80869966840177,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/7b8df75da8cc6e6a834942436a40614f4159f4ef2ca23b1ac4ad23dd106ad7b4.jpg?v=1784385771,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:11:18+07:00,Backing and thickness graphic for duck hunting doormat,,Backing and thickness graphic for duck hunting doormat,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B045/personalized-hunting-welcome-doormat-custom-family-name-e9839e2783__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B045-449,chillgen.com,personalized-hunting-welcome-doormat-custom-family-name-e9839e2783,15912095613297,80877119799665,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/3eea61cbd69acab41e5198df59b16138afe29e8057f1bdeb9cb0bde802ef4e82_515f09a3-3e6e-4e64-877f-b867889a92df.jpg?v=1784385774,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:11:18+07:00,Repeated isolated Flying on Freedom hunting doormat,,Repeated isolated Flying on Freedom hunting doormat,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B045/personalized-hunting-welcome-doormat-custom-family-name-e9839e2783__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B045-449,chillgen.com,personalized-hunting-welcome-doormat-custom-family-name-e9839e2783,15912095613297,80877119832433,GALLERY_PUBLIC_CDN,9,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/7edba43eff5546f84e70b58a099457bab8946ec67f932ea2704ec9f3484e0c63_94a9ddee-f939-4a95-839b-703108202dc1.jpg?v=1784385777,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:11:18+07:00,Repeated entryway mockup with hunting doormat and dog,,Repeated entryway mockup with hunting doormat and dog,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B045/personalized-hunting-welcome-doormat-custom-family-name-e9839e2783__img_09.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B045-449,chillgen.com,personalized-hunting-welcome-doormat-custom-family-name-e9839e2783,15912095613297,80877119865201,GALLERY_PUBLIC_CDN,10,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/487eec9ee1f5c1e3166490eb463b41f9a83791110d9320f2af76b8d7d985e92c_ecfbaa41-476d-4dcf-9dcd-b33f4425dc79.jpg?v=1784385780,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:11:18+07:00,Repeated indoor entry mockup with duck hunting mat,,Repeated indoor entry mockup with duck hunting mat,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B045/personalized-hunting-welcome-doormat-custom-family-name-e9839e2783__img_10.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B045-449,chillgen.com,personalized-hunting-welcome-doormat-custom-family-name-e9839e2783,15912095613297,80877119897969,GALLERY_PUBLIC_CDN,11,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/35f3a7974729d4e694ff8707648c7ac7247ff13acccd55577e802e95bd483731_61a2b200-219c-4ca1-8de7-f944f0fffd70.jpg?v=1784385784,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:11:18+07:00,Repeated couple holding hunting doormat,,Repeated couple holding hunting doormat,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B045/personalized-hunting-welcome-doormat-custom-family-name-e9839e2783__img_11.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B045-449,chillgen.com,personalized-hunting-welcome-doormat-custom-family-name-e9839e2783,15912095613297,80877119930737,GALLERY_PUBLIC_CDN,12,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/fc395526627c6fc80f20c5fbed6da8dcee23bca9facf439e5510fd68d17915f8_0a92b94d-6d8e-4486-ba14-5a83da46028f.jpg?v=1784385786,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:11:18+07:00,Repeated multi-room placement graphic for hunting mat,,Repeated multi-room placement graphic for hunting mat,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B045/personalized-hunting-welcome-doormat-custom-family-name-e9839e2783__img_12.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B045-449,chillgen.com,personalized-hunting-welcome-doormat-custom-family-name-e9839e2783,15912095613297,80877119963505,GALLERY_PUBLIC_CDN,13,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/1a534d6e2f5830fd52389fcb933ef18ecda04e18ed7246b4f335b9d283059c66_885b2912-d97b-4407-8125-2bf01f34f844.jpg?v=1784385788,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:11:18+07:00,Repeated size doormat chart for hunting mat,,Repeated size doormat chart for hunting mat,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B045/personalized-hunting-welcome-doormat-custom-family-name-e9839e2783__img_13.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B045-449,chillgen.com,personalized-hunting-welcome-doormat-custom-family-name-e9839e2783,15912095613297,80877119996273,GALLERY_PUBLIC_CDN,14,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/7b8df75da8cc6e6a834942436a40614f4159f4ef2ca23b1ac4ad23dd106ad7b4_29822521-d660-44b2-9cb1-1c5040bf6381.jpg?v=1784385791,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:11:18+07:00,Repeated backing and thickness graphic for hunting doormat,,Repeated backing and thickness graphic for hunting doormat,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B045/personalized-hunting-welcome-doormat-custom-family-name-e9839e2783__img_14.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B045-450,chillgen.com,personalized-family-name-patriotic-hunting-doormat-5997abfebc-5997abfebc,15912096301425,80870093848945,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/612710093d4743d459640f27dea626366056403f04d5ef0e06d29ffdc60b0b4b.jpg?v=1784385715,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:11:18+07:00,Patriotic eagle family name anniversary doormat with American flag,,Patriotic eagle family name anniversary doormat with American flag,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B045/personalized-family-name-patriotic-hunting-doormat-5997abfebc-5997abfebc__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B045-450,chillgen.com,personalized-family-name-patriotic-hunting-doormat-5997abfebc-5997abfebc,15912096301425,80870093914481,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/7d3cd21a8eb7bf91cfb8f4c73d64382e8f86c33e991feb4ec52b29fefd4462f2.jpg?v=1784385719,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:11:18+07:00,Entryway mockup with patriotic family doormat and dog,,Entryway mockup with patriotic family doormat and dog,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B045/personalized-family-name-patriotic-hunting-doormat-5997abfebc-5997abfebc__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B045-450,chillgen.com,personalized-family-name-patriotic-hunting-doormat-5997abfebc-5997abfebc,15912096301425,80870093947249,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/716e7e92d39ab0d1180283a43202eb586cec62ff38bf8d8d7f7f377be5672de5.jpg?v=1784385721,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:11:18+07:00,Couple holding patriotic eagle family name doormat,,Couple holding patriotic eagle family name doormat,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B045/personalized-family-name-patriotic-hunting-doormat-5997abfebc-5997abfebc__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B045-450,chillgen.com,personalized-family-name-patriotic-hunting-doormat-5997abfebc-5997abfebc,15912096301425,80870093980017,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/4ca970c82c4419643dd454a688a3513c98bec2a637d62c683850dec19b747650.jpg?v=1784385725,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:11:18+07:00,Indoor entry mockup with patriotic anniversary doormat,,Indoor entry mockup with patriotic anniversary doormat,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B045/personalized-family-name-patriotic-hunting-doormat-5997abfebc-5997abfebc__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B045-450,chillgen.com,personalized-family-name-patriotic-hunting-doormat-5997abfebc-5997abfebc,15912096301425,80870094012785,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/81c3bedca87ddfe175cabae09dfc0040f3e41fd3cb5e646fe3b85236a41832f6.jpg?v=1784385726,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:11:18+07:00,Backing and thickness graphic for eagle family doormat,,Backing and thickness graphic for eagle family doormat,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B045/personalized-family-name-patriotic-hunting-doormat-5997abfebc-5997abfebc__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B045-450,chillgen.com,personalized-family-name-patriotic-hunting-doormat-5997abfebc-5997abfebc,15912096301425,80870094045553,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/940ff3fb28b41cc983d7fa83d464809b859b21e3f1426299be9f34edb79fc1d4.jpg?v=1784385730,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:11:18+07:00,Size doormat chart for patriotic family name mat,,Size doormat chart for patriotic family name mat,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B045/personalized-family-name-patriotic-hunting-doormat-5997abfebc-5997abfebc__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B045-450,chillgen.com,personalized-family-name-patriotic-hunting-doormat-5997abfebc-5997abfebc,15912096301425,80870094078321,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/a565eb1ed017e63fb85afafc7d4f697de5d6c89e3f78dea007304eaac4db2967.jpg?v=1784385732,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:11:18+07:00,Multi-room placement graphic for patriotic doormat,,Multi-room placement graphic for patriotic doormat,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B045/personalized-family-name-patriotic-hunting-doormat-5997abfebc-5997abfebc__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B045-450,chillgen.com,personalized-family-name-patriotic-hunting-doormat-5997abfebc-5997abfebc,15912096301425,80877112590705,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/612710093d4743d459640f27dea626366056403f04d5ef0e06d29ffdc60b0b4b_3380af57-deb7-49e9-a09c-a8b38fba0282.jpg?v=1784385735,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:11:18+07:00,Repeated isolated patriotic eagle family doormat,,Repeated isolated patriotic eagle family doormat,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B045/personalized-family-name-patriotic-hunting-doormat-5997abfebc-5997abfebc__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B045-450,chillgen.com,personalized-family-name-patriotic-hunting-doormat-5997abfebc-5997abfebc,15912096301425,80877112623473,GALLERY_PUBLIC_CDN,9,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/7d3cd21a8eb7bf91cfb8f4c73d64382e8f86c33e991feb4ec52b29fefd4462f2_a742353c-c8ee-4807-9664-c605bd1cc0d9.jpg?v=1784385738,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:11:18+07:00,Repeated entryway mockup with dog and patriotic mat,,Repeated entryway mockup with dog and patriotic mat,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B045/personalized-family-name-patriotic-hunting-doormat-5997abfebc-5997abfebc__img_09.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
