evidence_id,shop_domain,Handle,product_id,media_id,image_location,image_number,variant,image_url,image_url_export,identity_status,shared_media_references,viewed_status,viewed_at,observed_visual_details,alt_current,alt_proposed,alt_action,review_status,revision,approved_by,approved_at,approved_fields,approved_revision,evidence_file_or_reference,issues
B048-471,chillgen.com,custom-mathematics-education-rug-677ea4d8b5-677ea4d8b5,15913234006385,80877463830897,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/a251b5d034762bef3d5868246f3f12aeac409267b3e642ceebd615d662b349ac.jpg?v=1784369741,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T10:16:21+07:00,Green Ms. Anna math thinking classroom rug on wood floor,,Green Ms. Anna math thinking classroom rug on wood floor,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B048/custom-mathematics-education-rug-677ea4d8b5-677ea4d8b5__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B048-479,chillgen.com,personalized-motivational-classroom-rug-for-kids-71bb812a4f,15913240166769,80877534314865,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/a518894e132ab7bf81a2a6cc432fccde2f080be3942a90d66a7774e9b7486145.jpg?v=1784365310,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T10:16:21+07:00,Brown crossword affirmation rug with Mrs. Taylor name,,Brown crossword affirmation rug with Mrs. Taylor name,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B048/personalized-motivational-classroom-rug-for-kids-71bb812a4f__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B048-479,chillgen.com,personalized-motivational-classroom-rug-for-kids-71bb812a4f,15913240166769,80877534347633,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/b64294ada6c6cb9872d603d3616a435e673d0cdbe572d4a7f7ade361e3ad29d5.jpg?v=1784365313,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T10:16:21+07:00,Classroom mockup with brown personalized affirmation rug,,Classroom mockup with brown personalized affirmation rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B048/personalized-motivational-classroom-rug-for-kids-71bb812a4f__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B048-479,chillgen.com,personalized-motivational-classroom-rug-for-kids-71bb812a4f,15913240166769,80877534380401,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/aa723a73c6ec96a2c095ac7c176863f8fd34047b984d94c9efe605ec0bff9ce7.jpg?v=1784365315,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T10:16:21+07:00,Isolated In This Classroom crossword rug,,Isolated In This Classroom crossword rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B048/personalized-motivational-classroom-rug-for-kids-71bb812a4f__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B048-479,chillgen.com,personalized-motivational-classroom-rug-for-kids-71bb812a4f,15913240166769,80877534413169,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/98fcc14c7a6a7143df399de6dbb22ad64ffeff673ab5187bbf03ab0181aba032.jpg?v=1784365318,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T10:16:21+07:00,Playroom mockup with crossword affirmation rug,,Playroom mockup with crossword affirmation rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B048/personalized-motivational-classroom-rug-for-kids-71bb812a4f__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B048-479,chillgen.com,personalized-motivational-classroom-rug-for-kids-71bb812a4f,15913240166769,80877534445937,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/9c73891a7a26b2f1f3194127a602f8589af52bbdd9a775f2699b691180219bb6.jpg?v=1784365321,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T10:16:21+07:00,Children gathered near crossword affirmation details,,Children gathered near crossword affirmation details,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B048/personalized-motivational-classroom-rug-for-kids-71bb812a4f__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B048-479,chillgen.com,personalized-motivational-classroom-rug-for-kids-71bb812a4f,15913240166769,80877534478705,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/3055f8985fe51811a947ea1c693b35b4e62854f8133529a934fdbf644dbfec5e.jpg?v=1784365323,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T10:16:21+07:00,Teacher and children sitting on brown classroom rug,,Teacher and children sitting on brown classroom rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B048/personalized-motivational-classroom-rug-for-kids-71bb812a4f__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B048-479,chillgen.com,personalized-motivational-classroom-rug-for-kids-71bb812a4f,15913240166769,80877534511473,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/f7d0f1d2cfdd2598adfcaf0ad6b0d365e836eb750a48a840b015ca7ca4c6d442.jpg?v=1784365326,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T10:16:21+07:00,Feature graphic showing thickness and bound edges,,Feature graphic showing thickness and bound edges,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B048/personalized-motivational-classroom-rug-for-kids-71bb812a4f__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B048-480,chillgen.com,personalized-motivational-classroom-rug-for-kids-fcc5a59bce-fcc5a59bce,15913241411953,80877551747441,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/6e0149fa33b2872cdb8bf8f6bd05dd20d761a632485e77be6de091a7b071c5ab.jpg?v=1784365288,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T10:16:21+07:00,Top view of yellow Mrs. Brown's Class cute affirmation rug,,Top view of yellow Mrs. Brown's Class cute affirmation rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B048/personalized-motivational-classroom-rug-for-kids-fcc5a59bce-fcc5a59bce__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B048-480,chillgen.com,personalized-motivational-classroom-rug-for-kids-fcc5a59bce-fcc5a59bce,15913241411953,80877551780209,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/a5c1d61e9d080b1130460df9889e72f695be03058a36b50bce34b848525c2066.jpg?v=1784365291,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T10:16:21+07:00,Sofa room mockup with personalized cute class rug,,Sofa room mockup with personalized cute class rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B048/personalized-motivational-classroom-rug-for-kids-fcc5a59bce-fcc5a59bce__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B048-480,chillgen.com,personalized-motivational-classroom-rug-for-kids-fcc5a59bce-fcc5a59bce,15913241411953,80877551812977,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/33a5c43299ad3ea99214c65c27cbbe3fb95581c5e9e14c3cce851824394c5059.jpg?v=1784365294,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T10:16:21+07:00,Child playing on yellow Mrs. Brown's Class rug,,Child playing on yellow Mrs. Brown's Class rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B048/personalized-motivational-classroom-rug-for-kids-fcc5a59bce-fcc5a59bce__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B048-480,chillgen.com,personalized-motivational-classroom-rug-for-kids-fcc5a59bce-fcc5a59bce,15913241411953,80877551845745,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/7032c43714e186f1c0d1a308153275f4b8f4f6c3593cd0cc45128f9933c9b602.jpg?v=1784365296,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T10:16:21+07:00,Playroom mockup with cute affirmation classroom rug,,Playroom mockup with cute affirmation classroom rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B048/personalized-motivational-classroom-rug-for-kids-fcc5a59bce-fcc5a59bce__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B048-480,chillgen.com,personalized-motivational-classroom-rug-for-kids-fcc5a59bce-fcc5a59bce,15913241411953,80877551878513,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/4adf2abfc6dc5c246d1ff49f30a8aa73375a5f56d6aacc5684f710985c905239.jpg?v=1784365300,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T10:16:21+07:00,Children gathered near personalized class rug detail,,Children gathered near personalized class rug detail,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B048/personalized-motivational-classroom-rug-for-kids-fcc5a59bce-fcc5a59bce__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B048-480,chillgen.com,personalized-motivational-classroom-rug-for-kids-fcc5a59bce-fcc5a59bce,15913241411953,80877551911281,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/fac85d0bdf367fec01af3e90802ee4f917bdc1bbe5daf55cbe3c45918654c555.jpg?v=1784365302,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T10:16:21+07:00,Teacher and children sitting on yellow affirmation rug,,Teacher and children sitting on yellow affirmation rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B048/personalized-motivational-classroom-rug-for-kids-fcc5a59bce-fcc5a59bce__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B048-480,chillgen.com,personalized-motivational-classroom-rug-for-kids-fcc5a59bce-fcc5a59bce,15913241411953,80877551944049,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/0613011c6054c285113e7f7bbc11b823b10214594bc07769a7b53ba56de175dd.jpg?v=1784365305,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T10:16:21+07:00,Feature graphic showing thickness bound edges and learning pattern,,Feature graphic showing thickness bound edges and learning pattern,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B048/personalized-motivational-classroom-rug-for-kids-fcc5a59bce-fcc5a59bce__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B048-480,chillgen.com,personalized-motivational-classroom-rug-for-kids-fcc5a59bce-fcc5a59bce,15913241411953,80877551976817,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/90e8acfc3e0d9040a25bb45ae12ad7bbfec4c5cb9f9dabec1c9cd6d39e25c6d6.jpg?v=1784365308,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T10:16:21+07:00,Classroom mockup with Mrs. Brown's Class rug,,Classroom mockup with Mrs. Brown's Class rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B048/personalized-motivational-classroom-rug-for-kids-fcc5a59bce-fcc5a59bce__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
