evidence_id,shop_domain,Handle,product_id,media_id,image_location,image_number,variant,image_url,image_url_export,identity_status,shared_media_references,viewed_status,viewed_at,observed_visual_details,alt_current,alt_proposed,alt_action,review_status,revision,approved_by,approved_at,approved_fields,approved_revision,evidence_file_or_reference,issues
B018-171,chillgen.com,personalized-family-couple-doormat-custom-couple-husband-design-04,15969437286769,81245556900209,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/88d1344c07a3646563b8538205e18bda7f185fd609f48da9a0d302fa96d9e407.jpg?v=1786652343,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:07:41+07:00,funny couple welcome doormat product image,,funny couple welcome doormat product image,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B018/personalized-family-couple-doormat-custom-couple-husband-design-04__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B018-178,chillgen.com,colorful-classroom-rug-for-kids-and-teachers-940ca1aee9-940ca1aee9,15940439048561,81039379267953,GALLERY_PUBLIC_CDN,9,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/3339fe19bfd18c660068d1563358687ca385d3620842a7b59ffc32a4c24626b9.jpg?v=1785256154,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:07:41+07:00,cleaning method visual for classroom rug,,cleaning method visual for classroom rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B018/colorful-classroom-rug-for-kids-and-teachers-940ca1aee9-940ca1aee9__img_09.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B018-179,chillgen.com,custom-soccer-championship-trophy-round-rug-f7ac8bf3d4-f7ac8bf3d4,15913465381233,80879445115249,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/87afd7d8ed9477bc623dee162638a42b6fa363079c79e0b0ea086d85d4f7e28e.jpg?v=1784383921,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:07:41+07:00,soccer host flags trophy round rug overhead view,,soccer host flags trophy round rug overhead view,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B018/custom-soccer-championship-trophy-round-rug-f7ac8bf3d4-f7ac8bf3d4__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B018-179,chillgen.com,custom-soccer-championship-trophy-round-rug-f7ac8bf3d4-f7ac8bf3d4,15913465381233,80879445148017,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/da53d236a935e9a11d8a486a419a1acd4e1fda2689084988bf9e6adfdb5d383f.jpg?v=1784383921,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:07:41+07:00,size guide for soccer host flags rug,,size guide for soccer host flags rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B018/custom-soccer-championship-trophy-round-rug-f7ac8bf3d4-f7ac8bf3d4__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B018-179,chillgen.com,custom-soccer-championship-trophy-round-rug-f7ac8bf3d4-f7ac8bf3d4,15913465381233,80879445180785,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/abd3bff1ef0bf4c3ca0aa0ab2885b9b2e6f10261820f8e71412e296f6e23908e.jpg?v=1784383927,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:07:41+07:00,soccer trophy rug near fireplace,,soccer trophy rug near fireplace,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B018/custom-soccer-championship-trophy-round-rug-f7ac8bf3d4-f7ac8bf3d4__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B018-179,chillgen.com,custom-soccer-championship-trophy-round-rug-f7ac8bf3d4-f7ac8bf3d4,15913465381233,80879445213553,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/dcd7ba5d525900780fd60d6d1e79bb38b546706090d39f5abc7d527e713aa921.jpg?v=1784383927,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:07:41+07:00,child sitting near soccer host flags rug,,child sitting near soccer host flags rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B018/custom-soccer-championship-trophy-round-rug-f7ac8bf3d4-f7ac8bf3d4__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B018-179,chillgen.com,custom-soccer-championship-trophy-round-rug-f7ac8bf3d4-f7ac8bf3d4,15913465381233,80879445246321,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/8bfbb9ae713ba5e65be2e4be8070903db32d8e34a0a75c1e3e506e5edee0f811.jpg?v=1784383933,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:07:41+07:00,soccer rug in seasonal living room,,soccer rug in seasonal living room,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B018/custom-soccer-championship-trophy-round-rug-f7ac8bf3d4-f7ac8bf3d4__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B018-179,chillgen.com,custom-soccer-championship-trophy-round-rug-f7ac8bf3d4-f7ac8bf3d4,15913465381233,80879445279089,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/e1a3a69ecdf5924a340c0b6daff105b1a43c18595fb0009f9fabf4e2aceee3da.jpg?v=1784383933,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:07:41+07:00,soccer host flags rug under dining table,,soccer host flags rug under dining table,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B018/custom-soccer-championship-trophy-round-rug-f7ac8bf3d4-f7ac8bf3d4__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B018-179,chillgen.com,custom-soccer-championship-trophy-round-rug-f7ac8bf3d4-f7ac8bf3d4,15913465381233,80879445311857,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/dc8c9dee3dd18c4aa39aff1d0d78a5a975f044459b3b826f82b4cf2612683b0e.jpg?v=1784383938,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:07:41+07:00,nonslip detail graphic for soccer rug,,nonslip detail graphic for soccer rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B018/custom-soccer-championship-trophy-round-rug-f7ac8bf3d4-f7ac8bf3d4__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B018-179,chillgen.com,custom-soccer-championship-trophy-round-rug-f7ac8bf3d4-f7ac8bf3d4,15913465381233,80879445344625,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/155fc5ecbefd4aee65ba98bfbeaae1c50308bf8c67aacebdf3f1b2100b4563d7.jpg?v=1784383939,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:07:41+07:00,superior quality backing panel for soccer rug,,superior quality backing panel for soccer rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B018/custom-soccer-championship-trophy-round-rug-f7ac8bf3d4-f7ac8bf3d4__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B018-180,chillgen.com,custom-soccer-championship-round-rug-6b6ea4fbf7,15913465184625,80879443050865,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/6ea08b70431b2515bed85172eb022a8fd6865042d7aed9a1c243a4c8fb0c1328.jpg?v=1784383969,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:07:41+07:00,soccer tournament trophy rug overhead view,,soccer tournament trophy rug overhead view,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B018/custom-soccer-championship-round-rug-6b6ea4fbf7__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B018-180,chillgen.com,custom-soccer-championship-round-rug-6b6ea4fbf7,15913465184625,80879443083633,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/505d3fe6c221304e2c54e36a1aa7e7951fd45eca9eb9996cc87daf14ba8ae3e9.jpg?v=1784383970,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:07:41+07:00,size guide for soccer tournament rug,,size guide for soccer tournament rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B018/custom-soccer-championship-round-rug-6b6ea4fbf7__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B018-180,chillgen.com,custom-soccer-championship-round-rug-6b6ea4fbf7,15913465184625,80879443116401,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/580c9c64c6ad6ad94c33b2d38509c3b871ed2956ccb2af7a9b8fe8ff56eff6c9.jpg?v=1784383974,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:07:41+07:00,soccer trophy rug in fireplace room,,soccer trophy rug in fireplace room,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B018/custom-soccer-championship-round-rug-6b6ea4fbf7__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B018-180,chillgen.com,custom-soccer-championship-round-rug-6b6ea4fbf7,15913465184625,80879443149169,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/f41f575865933a75eb1c64c1a16f75052173a7243c1b040b576cf7e038fc7ca1.jpg?v=1784383976,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:07:41+07:00,child sitting near soccer round rug,,child sitting near soccer round rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B018/custom-soccer-championship-round-rug-6b6ea4fbf7__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B018-180,chillgen.com,custom-soccer-championship-round-rug-6b6ea4fbf7,15913465184625,80879443181937,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/c2856565dccfc3734c0c958be2227bcc1ab3cc24a6b8d2dc190b1d7120eaa02c.jpg?v=1784383980,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:07:41+07:00,soccer tournament rug in living room,,soccer tournament rug in living room,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B018/custom-soccer-championship-round-rug-6b6ea4fbf7__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B018-180,chillgen.com,custom-soccer-championship-round-rug-6b6ea4fbf7,15913465184625,80879443214705,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/fc9d64bc96fe74701fb29d1c012eeb6a42831bfc74ddb66e0a9d6c779e0c061e.jpg?v=1784383982,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:07:41+07:00,soccer round rug under dining table,,soccer round rug under dining table,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B018/custom-soccer-championship-round-rug-6b6ea4fbf7__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B018-180,chillgen.com,custom-soccer-championship-round-rug-6b6ea4fbf7,15913465184625,80879443247473,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/0e886f49d462917119d67be6f38e3b8bc8f5728106490bbb83783fb342999d75.jpg?v=1784383986,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:07:41+07:00,nonslip detail graphic for sports rug,,nonslip detail graphic for sports rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B018/custom-soccer-championship-round-rug-6b6ea4fbf7__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B018-180,chillgen.com,custom-soccer-championship-round-rug-6b6ea4fbf7,15913465184625,80879443280241,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/648a8ff0a8e751c54bb015ffe287e927ca4507dda2ae3e4d3e1afb6fff9b60a6.jpg?v=1784383988,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:07:41+07:00,superior quality backing panel for soccer rug,,superior quality backing panel for soccer rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B018/custom-soccer-championship-round-rug-6b6ea4fbf7__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
