evidence_id,shop_domain,Handle,product_id,media_id,image_location,image_number,variant,image_url,image_url_export,identity_status,shared_media_references,viewed_status,viewed_at,observed_visual_details,alt_current,alt_proposed,alt_action,review_status,revision,approved_by,approved_at,approved_fields,approved_revision,evidence_file_or_reference,issues
B042-411,chillgen.com,custom-composition-notebook-classroom-rug-e78523a9ef-e78523a9ef,15913205399921,80877131694449,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/ce9771688dc1b0261f726b166479e9c5837207b37bd8670d4952b1ee68ecc501.jpg?v=1784370011,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:56:27+07:00,Floral composition notebook teacher-name rug shown by sofa,,Floral composition notebook teacher-name rug shown by sofa,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B042/custom-composition-notebook-classroom-rug-e78523a9ef-e78523a9ef__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B042-418,chillgen.com,custom-tree-of-knowledge-classroom-library-rug-077de4a60b,15913270313329,80877863600497,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/c5ebc82ce7ab2945443cdf5d0fd1995a2349fbac3517e4214b5eaebc06e2012f.jpg?v=1784369624,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:56:27+07:00,Children sitting near green book tree rug detail,,Children sitting near green book tree rug detail,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B042/custom-tree-of-knowledge-classroom-library-rug-077de4a60b__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B042-419,chillgen.com,custom-reading-tree-classroom-rug-b66c4b4a97,15913270542705,80877867696497,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/667ec944f6654ff20ca917ed51c8d59ff83f4cf98d1b4732481b3178b31afac5.jpg?v=1784369579,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:56:27+07:00,Reading tree classroom rug in colorful playroom setting,,Reading tree classroom rug in colorful playroom setting,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B042/custom-reading-tree-classroom-rug-b66c4b4a97__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B042-419,chillgen.com,custom-reading-tree-classroom-rug-b66c4b4a97,15913270542705,80877867729265,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/baabb9739dc3b161dfc62e9979f9f3a280cb1bd00f6e1463c3b84d7641835eaf.jpg?v=1784369585,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:56:27+07:00,Isolated bookshelf tree rug with motivational reading quotes,,Isolated bookshelf tree rug with motivational reading quotes,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B042/custom-reading-tree-classroom-rug-b66c4b4a97__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B042-419,chillgen.com,custom-reading-tree-classroom-rug-b66c4b4a97,15913270542705,80877867762033,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/d340edce5418a415535f57b1d642fb9cef5c8aaf243cc254d2746ad53d548707.jpg?v=1784369585,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:56:27+07:00,Library room mockup with reading tree rug,,Library room mockup with reading tree rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B042/custom-reading-tree-classroom-rug-b66c4b4a97__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B042-419,chillgen.com,custom-reading-tree-classroom-rug-b66c4b4a97,15913270542705,80877867794801,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/b239ae580e7b02948881a0a7d8f308d1a31c0a7b3397092dd58a7dd4975c939d.jpg?v=1784369590,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:56:27+07:00,Classroom mockup with reading tree rug near whiteboard,,Classroom mockup with reading tree rug near whiteboard,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B042/custom-reading-tree-classroom-rug-b66c4b4a97__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B042-419,chillgen.com,custom-reading-tree-classroom-rug-b66c4b4a97,15913270542705,80877867827569,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/29faa8e45bab7364ca46ef7db84e14b38cb9680b9d51b3a9d3f0bbcef38f9e47.jpg?v=1784369591,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:56:27+07:00,Children gathered around bookshelf tree classroom rug,,Children gathered around bookshelf tree classroom rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B042/custom-reading-tree-classroom-rug-b66c4b4a97__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B042-419,chillgen.com,custom-reading-tree-classroom-rug-b66c4b4a97,15913270542705,80877867860337,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/b080d977037a136994d492f94a4c6d212ee9e21c8e5d7891a1f1662ddb255e5c.jpg?v=1784369596,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:56:27+07:00,Children reading near bookshelf tree rug details,,Children reading near bookshelf tree rug details,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B042/custom-reading-tree-classroom-rug-b66c4b4a97__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B042-419,chillgen.com,custom-reading-tree-classroom-rug-b66c4b4a97,15913270542705,80877867893105,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/aca978466c694132ad2b8db78723d9421751b625f80a6f4c997f79e9d3a87f10.jpg?v=1784369596,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:56:27+07:00,Feature graphic showing thickness bound edges and learning pattern,,Feature graphic showing thickness bound edges and learning pattern,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B042/custom-reading-tree-classroom-rug-b66c4b4a97__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B042-419,chillgen.com,custom-reading-tree-classroom-rug-b66c4b4a97,15913270542705,80877867925873,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/85c1b0577a3172514e63eb713ef460632551515f52a2bc31f86fafade8409940.jpg?v=1784369601,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:56:27+07:00,Close-up of green edge and microfiber reading tree surface,,Close-up of green edge and microfiber reading tree surface,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B042/custom-reading-tree-classroom-rug-b66c4b4a97__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B042-419,chillgen.com,custom-reading-tree-classroom-rug-b66c4b4a97,15913270542705,80877867958641,GALLERY_PUBLIC_CDN,9,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/5d7a1bc1b01487f31f09e113cd2823d4dc4e063ac8653a7a6f0ad66f09e98ef8.jpg?v=1784369602,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:56:27+07:00,Backing and material infographic for reading tree rug,,Backing and material infographic for reading tree rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B042/custom-reading-tree-classroom-rug-b66c4b4a97__img_09.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B042-420,chillgen.com,custom-reading-adventure-classroom-library-rug-7956abd8c9,15913270608241,80877869105521,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/660a233f9e91930c8b8de615993e161f2b6eb325f4959114fe3f96a255dd1120.jpg?v=1784369558,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:56:27+07:00,Black Reading is an Adventure rug in classroom corner,,Black Reading is an Adventure rug in classroom corner,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B042/custom-reading-adventure-classroom-library-rug-7956abd8c9__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B042-420,chillgen.com,custom-reading-adventure-classroom-library-rug-7956abd8c9,15913270608241,80877869138289,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/09262a9f96003eb9b18ebd4df140c3bc4a14f52fd0775424fbf27be1db935e55.jpg?v=1784369563,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:56:27+07:00,Size chart for Reading Adventure classroom rug,,Size chart for Reading Adventure classroom rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B042/custom-reading-adventure-classroom-library-rug-7956abd8c9__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B042-420,chillgen.com,custom-reading-adventure-classroom-library-rug-7956abd8c9,15913270608241,80877869171057,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/c13e01bca86e3a1c3ed9da97a817c685f3461b52b2bed702533a3d930d3af714.jpg?v=1784369563,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:56:27+07:00,Playroom mockup with books globe and reading adventure quote,,Playroom mockup with books globe and reading adventure quote,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B042/custom-reading-adventure-classroom-library-rug-7956abd8c9__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B042-420,chillgen.com,custom-reading-adventure-classroom-library-rug-7956abd8c9,15913270608241,80877869203825,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/c229ac4e1361cb10e0366e099649301ed2b610001184a33dd7c7f6ca4f14b62b.jpg?v=1784369568,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:56:27+07:00,Library room mockup with black reading adventure rug,,Library room mockup with black reading adventure rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B042/custom-reading-adventure-classroom-library-rug-7956abd8c9__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B042-420,chillgen.com,custom-reading-adventure-classroom-library-rug-7956abd8c9,15913270608241,80877869236593,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/a6edc922727181b07a0ec787e555070bf5dfbf799ab0d8b2efe821bfbd1eaa7e.jpg?v=1784369569,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:56:27+07:00,Children gathered on Reading Adventure classroom rug,,Children gathered on Reading Adventure classroom rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B042/custom-reading-adventure-classroom-library-rug-7956abd8c9__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B042-420,chillgen.com,custom-reading-adventure-classroom-library-rug-7956abd8c9,15913270608241,80877869269361,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/cf6add48cebf851185ed87126a7bc5893558f8838299e1be9d18914ba5eaa825.jpg?v=1784369574,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:56:27+07:00,Backing and soft material infographic for Reading Adventure rug,,Backing and soft material infographic for Reading Adventure rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B042/custom-reading-adventure-classroom-library-rug-7956abd8c9__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B042-420,chillgen.com,custom-reading-adventure-classroom-library-rug-7956abd8c9,15913270608241,80877869302129,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/5edc79a726c8fb07bb9e5b9aae07388f07c0a676b3ee8d745b5d49be804688f8.jpg?v=1784369574,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:56:27+07:00,Feature graphic with thickness bound edges and learning pattern,,Feature graphic with thickness bound edges and learning pattern,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B042/custom-reading-adventure-classroom-library-rug-7956abd8c9__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B042-420,chillgen.com,custom-reading-adventure-classroom-library-rug-7956abd8c9,15913270608241,80877869334897,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/5b059eba7006d03adb24789583424c025d3f5b52322e764fc5f65655b284d611.jpg?v=1784369579,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:56:27+07:00,Close-up of black microfiber surface and globe artwork,,Close-up of black microfiber surface and globe artwork,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B042/custom-reading-adventure-classroom-library-rug-7956abd8c9__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
