evidence_id,shop_domain,Handle,product_id,media_id,image_location,image_number,variant,image_url,image_url_export,identity_status,shared_media_references,viewed_status,viewed_at,observed_visual_details,alt_current,alt_proposed,alt_action,review_status,revision,approved_by,approved_at,approved_fields,approved_revision,evidence_file_or_reference,issues
B046-451,chillgen.com,personalized-patriotic-hunting-doormat-ee02618b87,15912096629105,80870093488497,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/9f96dfff9a7e334c4738908c5d12053bde16c2448d55d4f9e6c330c667cd3e3e.jpg?v=1784385675,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:17:19+07:00,American Hunter black lab patriotic doormat with antlers and flag,,American Hunter black lab patriotic doormat with antlers and flag,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B046/personalized-patriotic-hunting-doormat-ee02618b87__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B046-456,chillgen.com,custom-golf-area-rug-living-room-mat-566b4cb491-566b4cb491,15912046788977,80869711446385,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/04aa7217d8e4e36d22ebb787a32a4e120ec81d961a18a4a6a7addbf852086dd3.jpg?v=1784386857,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:17:19+07:00,Size chart for vintage golf equipment rug,,Size chart for vintage golf equipment rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B046/custom-golf-area-rug-living-room-mat-566b4cb491-566b4cb491__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B046-456,chillgen.com,custom-golf-area-rug-living-room-mat-566b4cb491-566b4cb491,15912046788977,80869711479153,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/fa2432d53c32c1d4d0d0b58c0ec19d045ce6131453530ed27d69a1ce48f74745.jpg?v=1784386862,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:17:19+07:00,Close-up of golf collage microfiber surface,,Close-up of golf collage microfiber surface,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B046/custom-golf-area-rug-living-room-mat-566b4cb491-566b4cb491__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B046-456,chillgen.com,custom-golf-area-rug-living-room-mat-566b4cb491-566b4cb491,15912046788977,80869711511921,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/35853e1f7325c097cee5824a3c3fb2f75a515e069422cb5696ddfa966edd8f6f.jpg?v=1784386863,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:17:19+07:00,Backing and material infographic for golf equipment rug,,Backing and material infographic for golf equipment rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B046/custom-golf-area-rug-living-room-mat-566b4cb491-566b4cb491__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B046-456,chillgen.com,custom-golf-area-rug-living-room-mat-566b4cb491-566b4cb491,15912046788977,80877031719281,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/6bc09c858bd1094b32c5bbff88073cd833d3c55675c9ba84c052ae3fcba55e3d_5dd6e0f4-4be8-48f9-a3e9-f8264febf228.jpg?v=1784386868,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:17:19+07:00,Repeated patio room view of vintage golf rug,,Repeated patio room view of vintage golf rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B046/custom-golf-area-rug-living-room-mat-566b4cb491-566b4cb491__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B046-456,chillgen.com,custom-golf-area-rug-living-room-mat-566b4cb491-566b4cb491,15912046788977,80877031752049,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/c22188b5feca0f0ee06f44dcf7b987e908f249f941a6a1fc2d179fe8abbaab9d_a7fd3414-3794-404b-84a2-7077375b7855.jpg?v=1784386868,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:17:19+07:00,Repeated bright living room view of golf equipment rug,,Repeated bright living room view of golf equipment rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B046/custom-golf-area-rug-living-room-mat-566b4cb491-566b4cb491__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B046-456,chillgen.com,custom-golf-area-rug-living-room-mat-566b4cb491-566b4cb491,15912046788977,80877031784817,GALLERY_PUBLIC_CDN,9,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/c71920f76c89a2249861c6af838f136d05fccf9b30f9a9a95e95b18f8651e434_54a71ef3-0473-4f1f-ad88-4759e8ff136a.jpg?v=1784386873,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:17:19+07:00,Repeated sofa room view of golf collage rug,,Repeated sofa room view of golf collage rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B046/custom-golf-area-rug-living-room-mat-566b4cb491-566b4cb491__img_09.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B046-456,chillgen.com,custom-golf-area-rug-living-room-mat-566b4cb491-566b4cb491,15912046788977,80877031817585,GALLERY_PUBLIC_CDN,10,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/04aa7217d8e4e36d22ebb787a32a4e120ec81d961a18a4a6a7addbf852086dd3_cdeda0ca-6743-41fc-93cd-e0cefaa2a5c8.jpg?v=1784386874,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:17:19+07:00,Repeated size chart for golf equipment rug,,Repeated size chart for golf equipment rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B046/custom-golf-area-rug-living-room-mat-566b4cb491-566b4cb491__img_10.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B046-456,chillgen.com,custom-golf-area-rug-living-room-mat-566b4cb491-566b4cb491,15912046788977,80877031850353,GALLERY_PUBLIC_CDN,11,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/fa2432d53c32c1d4d0d0b58c0ec19d045ce6131453530ed27d69a1ce48f74745_fab64601-4890-4e53-aa74-baef2b139aa6.jpg?v=1784386878,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:17:19+07:00,Repeated close-up of golf rug surface,,Repeated close-up of golf rug surface,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B046/custom-golf-area-rug-living-room-mat-566b4cb491-566b4cb491__img_11.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B046-456,chillgen.com,custom-golf-area-rug-living-room-mat-566b4cb491-566b4cb491,15912046788977,80877031883121,GALLERY_PUBLIC_CDN,12,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/35853e1f7325c097cee5824a3c3fb2f75a515e069422cb5696ddfa966edd8f6f_65d73d3c-e4f0-45bd-948f-aa84b80c19a4.jpg?v=1784386879,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:17:19+07:00,Repeated backing infographic for golf equipment rug,,Repeated backing infographic for golf equipment rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B046/custom-golf-area-rug-living-room-mat-566b4cb491-566b4cb491__img_12.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B046-457,chillgen.com,custom-golf-welcome-mat-7fa10153d4-7fa10153d4,15912047706481,80869714788721,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/5ef8926e42757ed37aa73aa8829c9205cd0af050f2c23bd178e8aaa7668b0f4c.jpg?v=1784386803,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:17:19+07:00,Green 19th Hole golf welcome rug in golf room setting,,Green 19th Hole golf welcome rug in golf room setting,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B046/custom-golf-welcome-mat-7fa10153d4-7fa10153d4__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B046-457,chillgen.com,custom-golf-welcome-mat-7fa10153d4-7fa10153d4,15912047706481,80869714854257,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/285e087aa3508ce7434b2333059cd7935cd7eec793530f03d8abcc33fe0bb6e2.jpg?v=1784386803,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:17:19+07:00,Sofa room mockup with personalized Thompson 19th Hole rug,,Sofa room mockup with personalized Thompson 19th Hole rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B046/custom-golf-welcome-mat-7fa10153d4-7fa10153d4__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B046-457,chillgen.com,custom-golf-welcome-mat-7fa10153d4-7fa10153d4,15912047706481,80869714887025,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/7e1f99efe5aa795bc3ee5e1d80568d85f66ef79b55b8bb17ac65ba8ff17d2d17.jpg?v=1784386807,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:17:19+07:00,Close-up of green golf course microfiber surface,,Close-up of green golf course microfiber surface,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B046/custom-golf-welcome-mat-7fa10153d4-7fa10153d4__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B046-457,chillgen.com,custom-golf-welcome-mat-7fa10153d4-7fa10153d4,15912047706481,80869714919793,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/2155af73caf9a10a79b574ad2dc6975375dd5d852b62e7aa69cb6f1ccea374c0.jpg?v=1784386808,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:17:19+07:00,Backing and material infographic for golf welcome rug,,Backing and material infographic for golf welcome rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B046/custom-golf-welcome-mat-7fa10153d4-7fa10153d4__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B046-457,chillgen.com,custom-golf-welcome-mat-7fa10153d4-7fa10153d4,15912047706481,80869714952561,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/705e2f9f349ada4507a90a21c609e6624446c237bd8f4c48ef203d69c6ce4f62.jpg?v=1784386813,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:17:19+07:00,Bright living room mockup with 19th Hole golf rug,,Bright living room mockup with 19th Hole golf rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B046/custom-golf-welcome-mat-7fa10153d4-7fa10153d4__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B046-457,chillgen.com,custom-golf-welcome-mat-7fa10153d4-7fa10153d4,15912047706481,80869714985329,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/381d820fe25eb7e3bf7eb6d47114ff6d9461bd833a8769e6391109fd181fae4d.jpg?v=1784386813,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:17:19+07:00,Outdoor patio mockup with green golf course rug,,Outdoor patio mockup with green golf course rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B046/custom-golf-welcome-mat-7fa10153d4-7fa10153d4__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B046-457,chillgen.com,custom-golf-welcome-mat-7fa10153d4-7fa10153d4,15912047706481,80869715018097,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/19d952c91617fe9c9267171f2a81ef7a3668aa5726363cbbb6eeef80b4e7514d.jpg?v=1784386818,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:17:19+07:00,Person sitting near fireplace with golf welcome rug,,Person sitting near fireplace with golf welcome rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B046/custom-golf-welcome-mat-7fa10153d4-7fa10153d4__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B046-457,chillgen.com,custom-golf-welcome-mat-7fa10153d4-7fa10153d4,15912047706481,80869715050865,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/9ff576d4d860ff021a524efe22d2a6653a4cb3aef07571af1643645b28be722c.jpg?v=1784386818,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:17:19+07:00,Size chart for personalized 19th Hole golf rug,,Size chart for personalized 19th Hole golf rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B046/custom-golf-welcome-mat-7fa10153d4-7fa10153d4__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B046-457,chillgen.com,custom-golf-welcome-mat-7fa10153d4-7fa10153d4,15912047706481,80869715083633,GALLERY_PUBLIC_CDN,9,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/2d7424c3d02d93f7bd4e2e134f015c183a8aaf4c26aba6e254ea416dc4d8fac8.jpg?v=1784386824,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:17:19+07:00,Isolated green Thompson 19th Hole golf mat,,Isolated green Thompson 19th Hole golf mat,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B046/custom-golf-welcome-mat-7fa10153d4-7fa10153d4__img_09.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B046-457,chillgen.com,custom-golf-welcome-mat-7fa10153d4-7fa10153d4,15912047706481,80877024674161,GALLERY_PUBLIC_CDN,10,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/5ef8926e42757ed37aa73aa8829c9205cd0af050f2c23bd178e8aaa7668b0f4c_08f4ca3b-c739-479b-b1b9-a5ec658744f0.jpg?v=1784386823,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:17:19+07:00,Repeated golf room setting with green welcome rug,,Repeated golf room setting with green welcome rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B046/custom-golf-welcome-mat-7fa10153d4-7fa10153d4__img_10.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B046-457,chillgen.com,custom-golf-welcome-mat-7fa10153d4-7fa10153d4,15912047706481,80877024706929,GALLERY_PUBLIC_CDN,11,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/285e087aa3508ce7434b2333059cd7935cd7eec793530f03d8abcc33fe0bb6e2_ed3791c2-d5d9-4af5-a52f-e98be8a8a9ba.jpg?v=1784386829,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:17:19+07:00,Repeated sofa room mockup with personalized golf rug,,Repeated sofa room mockup with personalized golf rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B046/custom-golf-welcome-mat-7fa10153d4-7fa10153d4__img_11.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B046-457,chillgen.com,custom-golf-welcome-mat-7fa10153d4-7fa10153d4,15912047706481,80877024739697,GALLERY_PUBLIC_CDN,12,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/7e1f99efe5aa795bc3ee5e1d80568d85f66ef79b55b8bb17ac65ba8ff17d2d17_1e3f4630-6fbf-42a7-8a91-051c66cc1977.jpg?v=1784386830,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:17:19+07:00,Repeated close-up of golf course surface,,Repeated close-up of golf course surface,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B046/custom-golf-welcome-mat-7fa10153d4-7fa10153d4__img_12.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B046-457,chillgen.com,custom-golf-welcome-mat-7fa10153d4-7fa10153d4,15912047706481,80877024772465,GALLERY_PUBLIC_CDN,13,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/2155af73caf9a10a79b574ad2dc6975375dd5d852b62e7aa69cb6f1ccea374c0_d61ed026-afbd-42d4-b345-19a534492996.jpg?v=1784386834,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:17:19+07:00,Repeated backing infographic for golf rug,,Repeated backing infographic for golf rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B046/custom-golf-welcome-mat-7fa10153d4-7fa10153d4__img_13.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B046-457,chillgen.com,custom-golf-welcome-mat-7fa10153d4-7fa10153d4,15912047706481,80877024805233,GALLERY_PUBLIC_CDN,14,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/705e2f9f349ada4507a90a21c609e6624446c237bd8f4c48ef203d69c6ce4f62_33abe1d7-45a3-4821-90f3-8c06fc097197.jpg?v=1784386835,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:17:19+07:00,Repeated bright living room view of golf rug,,Repeated bright living room view of golf rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B046/custom-golf-welcome-mat-7fa10153d4-7fa10153d4__img_14.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B046-457,chillgen.com,custom-golf-welcome-mat-7fa10153d4-7fa10153d4,15912047706481,80877024838001,GALLERY_PUBLIC_CDN,15,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/381d820fe25eb7e3bf7eb6d47114ff6d9461bd833a8769e6391109fd181fae4d_92911d12-b869-46fb-8b2c-d189707602e1.jpg?v=1784386840,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:17:19+07:00,Repeated patio mockup with golf welcome rug,,Repeated patio mockup with golf welcome rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B046/custom-golf-welcome-mat-7fa10153d4-7fa10153d4__img_15.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B046-457,chillgen.com,custom-golf-welcome-mat-7fa10153d4-7fa10153d4,15912047706481,80877024870769,GALLERY_PUBLIC_CDN,16,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/19d952c91617fe9c9267171f2a81ef7a3668aa5726363cbbb6eeef80b4e7514d_6b73c5c6-10be-4a7c-8e47-44ea5ad29460.jpg?v=1784386840,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:17:19+07:00,Repeated fireplace lifestyle view with golf rug,,Repeated fireplace lifestyle view with golf rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B046/custom-golf-welcome-mat-7fa10153d4-7fa10153d4__img_16.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B046-457,chillgen.com,custom-golf-welcome-mat-7fa10153d4-7fa10153d4,15912047706481,80877024903537,GALLERY_PUBLIC_CDN,17,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/9ff576d4d860ff021a524efe22d2a6653a4cb3aef07571af1643645b28be722c_a8fb9117-bced-4fd4-9482-db692aaad7c9.jpg?v=1784386845,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:17:19+07:00,Repeated size chart for 19th Hole golf rug,,Repeated size chart for 19th Hole golf rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B046/custom-golf-welcome-mat-7fa10153d4-7fa10153d4__img_17.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B046-457,chillgen.com,custom-golf-welcome-mat-7fa10153d4-7fa10153d4,15912047706481,80877024936305,GALLERY_PUBLIC_CDN,18,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/2d7424c3d02d93f7bd4e2e134f015c183a8aaf4c26aba6e254ea416dc4d8fac8_b90ccf38-f8f3-4e17-9fd5-aabc1eba63f5.jpg?v=1784386847,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:17:19+07:00,Repeated isolated Thompson golf mat,,Repeated isolated Thompson golf mat,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B046/custom-golf-welcome-mat-7fa10153d4-7fa10153d4__img_18.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B046-458,chillgen.com,custom-golf-area-rug-living-room-mat-91136ada2c-91136ada2c,15912047804785,80869715542385,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/30b78cd46040811092c46fcb5065d8112942eaec0795cd525c382fd192a2f987.jpg?v=1784386769,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:17:19+07:00,Black distressed golf flag rug in patio room setting,,Black distressed golf flag rug in patio room setting,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B046/custom-golf-area-rug-living-room-mat-91136ada2c-91136ada2c__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B046-458,chillgen.com,custom-golf-area-rug-living-room-mat-91136ada2c-91136ada2c,15912047804785,80869715607921,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/e317745817ed8c900ed2991e8c064d1c2e9d251f90995af51f84dcfd79ae6416.jpg?v=1784386769,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:17:19+07:00,Bright living room mockup with black golf flag rug,,Bright living room mockup with black golf flag rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B046/custom-golf-area-rug-living-room-mat-91136ada2c-91136ada2c__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B046-458,chillgen.com,custom-golf-area-rug-living-room-mat-91136ada2c-91136ada2c,15912047804785,80869715640689,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/f82e0971cac56ed876b670af4acfc953827f1cbd8ffc0976fdddff6a2bbd9686.jpg?v=1784386775,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:17:19+07:00,Backing and material infographic for black golf rug,,Backing and material infographic for black golf rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B046/custom-golf-area-rug-living-room-mat-91136ada2c-91136ada2c__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
